origin_zip,destination_zip,date,carrier,order_type,origin_lat,origin_lng,destination_lat,destination_lng,miles,rate,RPM
90802,92582,2024-12-04,360 Global Transportation,import,33.745762,-118.208042,33.807607,-117.015163,68.59,467.82,6.82
90802,90032,2024-09-26,C.H. Robinson,import,33.745762,-118.208042,34.078294,-118.185785,23.0,354.96,15.44
90802,93239,2025-04-08,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,35.934634,-119.582268,170.01,814.38,4.79
90802,91706,2025-06-30,Amazon Trucking,import,33.745762,-118.208042,34.09741,-117.968269,27.9,383.58,13.75
90802,90241,2025-05-19,Ape Express Trucking,import,33.745762,-118.208042,33.940445,-118.129022,14.19,335.74,23.67
90071,90802,2025-06-06,XPO Logistics,export,34.052876,-118.254943,33.745762,-118.208042,21.37,362.19,16.94
91803,90802,2024-12-30,Schneider National,export,34.074736,-118.145959,33.745762,-118.208042,22.99,355.31,15.45
90802,93220,2025-02-14,On Time Truckers,import,33.745762,-118.208042,35.403611,-118.756525,118.64,609.34,5.14
90802,91401,2024-09-07,Drayage Group Inc,import,33.745762,-118.208042,34.178483,-118.431791,32.51,399.05,12.28
90802,92401,2025-06-17,XPO Logistics,import,33.745762,-118.208042,34.104795,-117.292152,58.03,447.83,7.72
90802,92335,2025-08-03,Year-Round Enterprises,import,33.745762,-118.208042,34.087181,-117.46545,48.64,437.18,8.99
90802,90602,2025-01-11,Can Trail Transportation LLC,import,33.745762,-118.208042,33.972782,-118.022066,18.96,355.07,18.73
90802,92807,2025-08-11,Total Distribution Service,import,33.745762,-118.208042,33.848733,-117.788357,25.11,376.21,14.98
90802,92532,2024-12-20,Dependable Highway Express,import,33.745762,-118.208042,33.692741,-117.303221,52.09,420.11,8.06
90802,91935,2025-04-01,Amazon Trucking,import,33.745762,-118.208042,32.721918,-116.788204,108.26,584.84,5.4
90802,92009,2025-06-16,Precision Worldwide Logistics,import,33.745762,-118.208042,33.09547,-117.243882,71.44,488.12,6.83
91917,90802,2025-07-05,J.B. Hunt Transport,export,32.608785,-116.719838,33.745762,-118.208042,116.44,618.42,5.31
90802,91401,2024-10-10,United Logistic Services Group,import,33.745762,-118.208042,34.178483,-118.431791,32.51,383.78,11.81
90802,91351,2025-03-16,Drayage Group Inc,import,33.745762,-118.208042,34.441531,-118.448183,49.96,443.85,8.88
90802,93442,2025-05-01,Ecology Auto Parts,import,33.745762,-118.208042,35.401931,-120.799366,186.48,866.92,4.65
91906,90802,2025-02-11,7 Star Logistics,export,32.654814,-116.465544,33.745762,-118.208042,125.73,638.79,5.08
90802,93301,2024-11-13,C.H. Robinson,import,33.745762,-118.208042,35.384336,-119.020562,122.2,601.88,4.93
90802,92324,2024-10-31,CSC Logistics,import,33.745762,-118.208042,34.025685,-117.288812,56.12,447.47,7.97
90802,92249,2024-09-30,Gill Roadway Inc,import,33.745762,-118.208042,32.72558,-115.472689,172.95,780.75,4.51
90802,91977,2025-05-15,Campos Trucking,import,33.745762,-118.208042,32.726237,-116.994318,99.34,585.8,5.9
90802,93202,2025-05-17,C.H. Robinson,import,33.745762,-118.208042,36.313344,-119.708452,196.52,890.97,4.53
92276,90802,2024-11-11,On Time Truckers,export,33.82233,-116.364238,33.745762,-118.208042,105.94,561.94,5.3
90802,92260,2024-10-16,Total Distribution Service,import,33.745762,-118.208042,33.708254,-116.403534,103.65,558.24,5.39
90802,93021,2025-02-01,XPO Logistics,import,33.745762,-118.208042,34.29553,-118.898196,54.78,431.36,7.87
90802,93111,2025-02-19,United Logistic Services Group,import,33.745762,-118.208042,34.449185,-119.804782,103.41,554.6,5.36
90802,90007,2025-04-27,DK Express,import,33.745762,-118.208042,34.028127,-118.28483,19.99,361.09,18.07
90802,92140,2025-02-20,Total Distribution Service,import,33.745762,-118.208042,32.739496,-117.197401,90.74,522.33,5.76
90802,92397,2025-04-20,On Time Truckers,import,33.745762,-118.208042,34.374009,-117.628429,54.6,445.51,8.16
90802,92322,2025-05-18,Dependable Highway Express,import,33.745762,-118.208042,34.254361,-117.326453,61.48,457.73,7.45
90802,92374,2024-11-30,J.B. Hunt Transport,import,33.745762,-118.208042,34.067146,-117.171885,63.39,439.67,6.94
90802,93208,2024-08-19,7 Star Logistics,import,33.745762,-118.208042,36.056587,-118.568462,160.85,742.18,4.61
90802,93314,2024-08-31,Cal U Transport,import,33.745762,-118.208042,35.393866,-119.244846,128.15,651.89,5.09
90802,91316,2024-10-08,Schneider National,import,33.745762,-118.208042,34.160236,-118.515472,33.6,383.12,11.4
90802,93285,2025-02-09,JT Freight Trucking,import,33.745762,-118.208042,35.71536,-118.507495,137.05,680.3,4.96
90802,92883,2025-04-24,360 Global Transportation,import,33.745762,-118.208042,33.748086,-117.468037,42.48,424.0,9.98
93454,90802,2024-11-10,Lectro Trucking,export,34.923013,-120.259463,33.745762,-118.208042,142.43,690.62,4.85
90802,93516,2025-05-05,Gill Roadway Inc,import,33.745762,-118.208042,35.002282,-117.629941,92.8,547.18,5.9
90802,93208,2025-05-23,XPO Logistics,import,33.745762,-118.208042,36.056587,-118.568462,160.85,757.7,4.71
90802,93437,2024-12-18,Cardona Trucking,import,33.745762,-118.208042,34.737964,-120.543739,149.88,736.21,4.91
91016,90802,2025-08-13,J.B. Hunt Transport,export,34.1528,-118.000482,33.745762,-118.208042,30.51,385.94,12.65
90802,91008,2025-07-05,XPO Logistics,import,33.745762,-118.208042,34.153159,-117.968818,31.29,394.21,12.6
90802,90603,2025-07-30,J.B. Hunt Transport,import,33.745762,-118.208042,33.945555,-117.990719,18.59,348.23,18.73
93463,90802,2024-09-14,Airborne Freight Lines,export,34.624395,-120.137875,33.745762,-118.208042,125.81,639.7,5.08
90802,92281,2025-01-28,Golden King Transport,import,33.745762,-118.208042,33.051757,-115.608752,157.3,745.69,4.74
90802,93615,2025-06-05,QX Logistix LLC,import,33.745762,-118.208042,36.503322,-119.286328,199.89,923.98,4.62
90802,93001,2025-05-12,Chicas & Co Logistics,import,33.745762,-118.208042,34.006003,-119.392668,70.24,500.72,7.13
90802,90045,2025-03-22,XPO Logistics,import,33.745762,-118.208042,33.942143,-118.417309,18.11,343.29,18.96
90802,91746,2024-11-08,Pac Anchor Transportation,import,33.745762,-118.208042,34.044416,-117.985366,24.25,361.2,14.89
90010,90802,2025-07-24,J.B. Hunt Transport,export,34.062148,-118.315889,33.745762,-118.208042,22.7,364.52,16.06
90802,93558,2025-05-25,C.H. Robinson,import,33.745762,-118.208042,35.347928,-117.621393,115.54,609.21,5.27
90802,92584,2025-06-06,Cargo Legion,import,33.745762,-118.208042,33.652675,-117.173568,59.77,475.79,7.96
90802,92602,2024-09-24,Amazon Trucking,import,33.745762,-118.208042,33.755632,-117.75152,26.22,363.61,13.87
90802,92660,2024-11-17,QX Logistix LLC,import,33.745762,-118.208042,33.634626,-117.874882,20.62,348.52,16.9
90602,90802,2024-11-05,United Logistic Services Group,export,33.972782,-118.022066,33.745762,-118.208042,18.96,342.46,18.06
91324,90802,2025-04-17,7 Star Logistics,export,34.238208,-118.55029,33.745762,-118.208042,39.24,414.31,10.56
92019,90802,2025-04-29,Hight Logistics,export,32.77987,-116.884422,33.745762,-118.208042,101.42,574.63,5.67
93433,90802,2024-09-17,National Road Logistics,export,35.120888,-120.619664,33.745762,-118.208042,166.95,771.84,4.62
90802,92832,2025-01-25,QX Logistix LLC,import,33.745762,-118.208042,33.868617,-117.92901,18.12,345.77,19.09
90802,92064,2024-12-22,Amazon Trucking,import,33.745762,-118.208042,32.983606,-117.019035,86.43,500.37,5.79
90802,90079,2024-11-14,On Time Truckers,import,33.745762,-118.208042,34.040587,-118.255404,20.54,346.51,16.87
90802,92807,2025-03-21,United Logistic Services Group,import,33.745762,-118.208042,33.848733,-117.788357,25.11,369.76,14.73
90802,91935,2025-01-30,Schneider National,import,33.745762,-118.208042,32.721918,-116.788204,108.26,566.5,5.23
90802,93202,2025-07-11,Hub Group,import,33.745762,-118.208042,36.313344,-119.708452,196.52,893.67,4.55
92625,90802,2025-06-22,Campos Trucking,export,33.601966,-117.864254,33.745762,-118.208042,22.11,375.96,17.01
93060,90802,2024-12-30,360 Global Transportation,export,34.402343,-119.094824,33.745762,-118.208042,68.02,470.46,6.92
90802,90010,2025-06-23,Amazon Trucking,import,33.745762,-118.208042,34.062148,-118.315889,22.7,365.67,16.11
90802,93245,2024-09-22,Amazon Trucking,import,33.745762,-118.208042,36.29227,-119.829463,198.28,847.13,4.27
90802,91910,2025-07-17,Freight Horse Express,import,33.745762,-118.208042,32.637882,-117.058047,101.32,581.36,5.74
90802,92240,2025-02-04,United Logistic Services Group,import,33.745762,-118.208042,33.95154,-116.520104,97.83,542.65,5.55
93201,90802,2024-12-03,Hub Group,export,35.856859,-119.507526,33.745762,-118.208042,163.32,729.44,4.47
90802,92821,2024-10-26,Hub Group,import,33.745762,-118.208042,33.927561,-117.887086,22.28,352.5,15.82
90802,91316,2024-09-11,Schneider National,import,33.745762,-118.208042,34.160236,-118.515472,33.6,383.98,11.43
90802,92394,2025-07-31,Hub Group,import,33.745762,-118.208042,34.556111,-117.353632,74.25,484.97,6.53
92140,90802,2025-03-06,Campos Trucking,export,32.739496,-117.197401,33.745762,-118.208042,90.74,551.26,6.08
90802,91046,2024-10-22,Amazon Trucking,import,33.745762,-118.208042,34.211452,-118.241036,32.21,378.31,11.75
90802,90301,2025-06-04,Total Distribution Service,import,33.745762,-118.208042,33.956526,-118.358654,16.92,344.06,20.33
90802,93226,2025-03-09,Gill Roadway Inc,import,33.745762,-118.208042,35.735652,-118.738373,140.65,688.76,4.9
90802,92274,2024-10-15,United Logistic Services Group,import,33.745762,-118.208042,33.460457,-116.084545,123.69,614.41,4.97
92679,90802,2025-02-22,MTK Transportation,export,33.606687,-117.604358,33.745762,-118.208042,35.99,393.03,10.92
90802,93437,2024-12-21,Precision Worldwide Logistics,import,33.745762,-118.208042,34.737964,-120.543739,149.88,700.02,4.67
90802,92322,2024-12-10,Ecology Auto Parts,import,33.745762,-118.208042,34.254361,-117.326453,61.48,442.25,7.19
90802,92054,2025-06-10,Gill Roadway Inc,import,33.745762,-118.208042,33.207351,-117.399315,59.59,455.73,7.65
90802,91210,2024-11-10,XPO Logistics,import,33.745762,-118.208042,34.144557,-118.256507,27.67,368.7,13.32
93292,90802,2024-08-22,On Time Truckers,export,36.373384,-119.211765,33.745762,-118.208042,190.08,833.8,4.39
90802,92110,2025-07-05,Cecia Transportation,import,33.745762,-118.208042,32.765244,-117.200391,89.26,567.08,6.35
90802,93274,2024-12-22,Hub Group,import,33.745762,-118.208042,36.178091,-119.370752,180.36,789.22,4.38
90802,93202,2024-09-29,J.B. Hunt Transport,import,33.745762,-118.208042,36.313344,-119.708452,196.52,846.39,4.31
90802,92275,2025-08-13,XPO Logistics,import,33.745762,-118.208042,33.292095,-115.844166,139.63,689.12,4.94
92562,90802,2025-05-01,QX Logistix LLC,export,33.547613,-117.34404,33.745762,-118.208042,51.51,438.37,8.51
90802,92549,2024-10-06,Hub Group,import,33.745762,-118.208042,33.768539,-116.753396,83.52,491.7,5.89
90802,93004,2024-11-19,MTK Transportation,import,33.745762,-118.208042,34.278679,-119.165615,66.01,447.73,6.78
93510,90802,2025-08-15,XPO Logistics,export,34.450906,-118.227614,33.745762,-118.208042,48.7,424.72,8.72
90802,91759,2025-01-27,United Logistic Services Group,import,33.745762,-118.208042,34.263636,-117.69947,46.11,411.82,8.93
90802,93283,2024-09-12,Amazon Trucking,import,33.745762,-118.208042,35.592099,-118.297698,127.58,623.2,4.88
90802,91741,2025-01-19,Access One Transport,import,33.745762,-118.208042,34.156885,-117.841571,35.3,400.51,11.35
90802,92339,2025-05-07,Freight Horse Express,import,33.745762,-118.208042,34.093661,-116.936222,76.73,500.87,6.53
93535,90802,2024-11-30,C.H. Robinson,export,34.713656,-117.86466,33.745762,-118.208042,69.64,452.12,6.49
90802,90079,2025-02-24,All Ports Logistics,import,33.745762,-118.208042,34.040587,-118.255404,20.54,358.05,17.43
90802,92620,2024-10-23,MTK Transportation,import,33.745762,-118.208042,33.714822,-117.749022,26.44,366.38,13.85
93440,90802,2024-10-03,MTK Transportation,export,34.712216,-120.230146,33.745762,-118.208042,133.33,648.4,4.86
90802,91103,2025-01-27,Year-Round Enterprises,import,33.745762,-118.208042,34.169538,-118.164941,29.36,381.85,13.0
90802,90010,2024-12-24,Ayden Transport,import,33.745762,-118.208042,34.062148,-118.315889,22.7,365.21,16.09
90802,93516,2024-12-10,JYC Trucking LLC,import,33.745762,-118.208042,35.002282,-117.629941,92.8,526.5,5.67
90802,92661,2024-09-20,Basuta Brothers,import,33.745762,-118.208042,33.601984,-117.913001,19.65,353.88,18.01
90802,92346,2025-01-10,JT Freight Trucking,import,33.745762,-118.208042,34.124199,-117.181054,64.37,458.75,7.13
90802,90032,2025-08-05,All Ports Logistics,import,33.745762,-118.208042,34.078294,-118.185785,23.0,377.49,16.42
90802,92268,2025-07-16,Hub Group,import,33.745762,-118.208042,34.222079,-116.564222,99.69,564.35,5.66
90802,92590,2025-07-07,XPO Logistics,import,33.745762,-118.208042,33.48294,-117.226084,59.31,454.76,7.67
90802,92254,2025-07-31,Access One Transport,import,33.745762,-118.208042,33.543835,-115.993906,128.03,679.6,5.31
90802,93285,2024-10-17,On Time Truckers,import,33.745762,-118.208042,35.71536,-118.507495,137.05,656.33,4.79
90802,91963,2024-09-26,JYC Trucking LLC,import,33.745762,-118.208042,32.626231,-116.61002,120.42,606.11,5.03
90802,93225,2025-03-27,Schneider National,import,33.745762,-118.208042,34.768503,-119.030293,84.78,510.75,6.02
90802,91977,2024-10-06,J.B. Hunt Transport,import,33.745762,-118.208042,32.726237,-116.994318,99.34,538.7,5.42
90802,92840,2025-06-04,C.H. Robinson,import,33.745762,-118.208042,33.787165,-117.931889,16.11,337.65,20.96
90802,92223,2025-03-21,Gill Roadway Inc,import,33.745762,-118.208042,33.948338,-116.988022,71.34,479.04,6.71
90802,93292,2024-09-02,Dependable Highway Express,import,33.745762,-118.208042,36.373384,-119.211765,190.08,820.17,4.31
90802,90010,2024-11-17,On Time Truckers,import,33.745762,-118.208042,34.062148,-118.315889,22.7,353.87,15.59
90802,92673,2025-06-09,C.H. Robinson,import,33.745762,-118.208042,33.467371,-117.613509,39.22,408.75,10.42
93250,90802,2024-12-20,JYC Trucking LLC,export,35.665082,-119.197958,33.745762,-118.208042,143.94,683.78,4.75
93001,90802,2025-07-21,Access One Transport,export,34.006003,-119.392668,33.745762,-118.208042,70.24,495.81,7.06
90802,91342,2025-01-12,J.B. Hunt Transport,import,33.745762,-118.208042,34.326584,-118.382261,41.32,403.62,9.77
90802,92275,2025-06-22,United Logistic Services Group,import,33.745762,-118.208042,33.292095,-115.844166,139.63,695.56,4.98
90802,91202,2025-05-03,United Logistic Services Group,import,33.745762,-118.208042,34.168366,-118.267771,29.38,386.09,13.14
90025,90802,2024-08-30,Precision Worldwide Logistics,export,34.045421,-118.445873,33.745762,-118.208042,24.78,363.47,14.67
90802,91701,2024-12-14,C.H. Robinson,import,33.745762,-118.208042,34.137617,-117.6,44.1,405.28,9.19
90802,90403,2025-03-12,Gill Roadway Inc,import,33.745762,-118.208042,34.030755,-118.492101,25.54,374.22,14.65
90280,90802,2025-02-28,Cardona Trucking,export,33.944159,-118.192761,33.745762,-118.208042,13.73,330.94,24.11
90802,92378,2024-09-21,MTK Transportation,import,33.745762,-118.208042,34.226083,-117.225931,65.28,448.89,6.88
90802,92358,2024-09-15,United Logistic Services Group,import,33.745762,-118.208042,34.259272,-117.520971,52.95,421.3,7.96
90802,91764,2025-06-12,C.H. Robinson,import,33.745762,-118.208042,34.074087,-117.605618,41.3,412.43,9.99
90802,90025,2024-11-27,XPO Logistics,import,33.745762,-118.208042,34.045421,-118.445873,24.78,357.71,14.44
90802,93202,2024-11-17,Pac Anchor Transportation,import,33.745762,-118.208042,36.313344,-119.708452,196.52,841.9,4.28
90802,91803,2025-01-26,C.H. Robinson,import,33.745762,-118.208042,34.074736,-118.145959,22.99,357.99,15.57
90802,91803,2025-03-14,XPO Logistics,import,33.745762,-118.208042,34.074736,-118.145959,22.99,362.6,15.77
90802,91911,2025-05-18,JT Freight Trucking,import,33.745762,-118.208042,32.608185,-117.054512,103.02,579.99,5.63
90802,90002,2025-04-18,Gill Roadway Inc,import,33.745762,-118.208042,33.949099,-118.246737,14.21,331.12,23.3
92625,90802,2025-04-22,Precision Worldwide Logistics,export,33.601966,-117.864254,33.745762,-118.208042,22.11,366.27,16.57
90802,92590,2025-06-25,Schneider National,import,33.745762,-118.208042,33.48294,-117.226084,59.31,452.85,7.64
90802,92252,2024-09-09,On Time Truckers,import,33.745762,-118.208042,34.168333,-116.288429,113.74,586.25,5.15
90802,92220,2025-01-04,QX Logistix LLC,import,33.745762,-118.208042,33.948935,-116.832386,80.12,495.25,6.18
93021,90802,2024-12-19,Ecology Auto Parts,export,34.29553,-118.898196,33.745762,-118.208042,54.78,427.31,7.8
90802,92236,2025-02-14,Gill Roadway Inc,import,33.745762,-118.208042,33.686143,-116.172917,116.95,602.05,5.15
90802,91343,2024-10-08,JT Freight Trucking,import,33.745762,-118.208042,34.237912,-118.482306,37.43,400.41,10.7
90802,92679,2025-01-03,Total Distribution Service,import,33.745762,-118.208042,33.606687,-117.604358,35.99,393.89,10.94
90802,93615,2024-08-25,Gill Roadway Inc,import,33.745762,-118.208042,36.503322,-119.286328,199.89,858.02,4.29
90802,92069,2024-08-20,Year-Round Enterprises,import,33.745762,-118.208042,33.170776,-117.158675,72.32,471.61,6.52
90802,91202,2025-05-21,Hub Group,import,33.745762,-118.208042,34.168366,-118.267771,29.38,381.1,12.97
90802,90008,2025-06-18,On Time Truckers,import,33.745762,-118.208042,34.009552,-118.346724,19.87,357.81,18.01
92009,90802,2024-09-02,Schneider National,export,33.09547,-117.243882,33.745762,-118.208042,71.44,458.12,6.41
90802,90278,2025-02-22,National Road Logistics,import,33.745762,-118.208042,33.873215,-118.370361,12.81,319.3,24.92
92104,90802,2025-06-16,Basuta Brothers,export,32.741501,-117.127948,33.745762,-118.208042,93.26,566.06,6.07
90802,90025,2025-08-10,United Logistic Services Group,import,33.745762,-118.208042,34.045421,-118.445873,24.78,372.69,15.04
90802,93249,2024-10-30,Total Distribution Service,import,33.745762,-118.208042,35.621697,-119.887747,160.84,733.86,4.56
90802,93544,2024-10-13,Cardona Trucking,import,33.745762,-118.208042,34.495537,-117.756645,57.84,452.45,7.82
90802,92617,2025-08-04,Hub Group,import,33.745762,-118.208042,33.642508,-117.841681,22.22,363.56,16.36
90802,92065,2024-09-19,Gill Roadway Inc,import,33.745762,-118.208042,33.053006,-116.850651,91.7,519.62,5.67
90802,92358,2025-05-08,Total Distribution Service,import,33.745762,-118.208042,34.259272,-117.520971,52.95,441.0,8.33
90802,93436,2025-04-29,Amazon Trucking,import,33.745762,-118.208042,34.595669,-120.352667,135.84,679.88,5.01
90802,93105,2025-01-10,Campos Trucking,import,33.745762,-118.208042,34.533222,-119.791731,105.58,589.81,5.59
90802,93218,2025-06-05,On Time Truckers,import,33.745762,-118.208042,35.857141,-119.04493,153.31,744.22,4.85
90802,92358,2025-05-11,Hub Group,import,33.745762,-118.208042,34.259272,-117.520971,52.95,435.76,8.23
92545,90802,2025-07-04,J.B. Hunt Transport,export,33.729684,-117.034192,33.745762,-118.208042,67.41,472.7,7.01
90802,91104,2024-10-31,Amazon Trucking,import,33.745762,-118.208042,34.165356,-118.123751,29.37,372.33,12.68
90802,93111,2025-04-04,J.B. Hunt Transport,import,33.745762,-118.208042,34.449185,-119.804782,103.41,565.26,5.47
90802,93105,2025-02-12,JYC Trucking LLC,import,33.745762,-118.208042,34.533222,-119.791731,105.58,571.88,5.42
90802,93254,2024-10-14,Year-Round Enterprises,import,33.745762,-118.208042,34.966867,-119.810433,124.3,626.3,5.04
93424,90802,2024-12-05,Cardona Trucking,export,35.185911,-120.731793,33.745762,-118.208042,174.71,818.13,4.68
90802,92064,2024-09-08,XPO Logistics,import,33.745762,-118.208042,32.983606,-117.019035,86.43,498.29,5.77
92282,90802,2024-09-01,Access One Transport,export,33.983423,-116.690751,33.745762,-118.208042,88.52,524.17,5.92
90802,91803,2025-03-06,7 Star Logistics,import,33.745762,-118.208042,34.074736,-118.145959,22.99,364.02,15.83
92395,90802,2025-07-07,MTK Transportation,export,34.501472,-117.292048,33.745762,-118.208042,73.92,491.25,6.65
91764,90802,2025-06-04,JT Freight Trucking,export,34.074087,-117.605618,33.745762,-118.208042,41.3,419.83,10.17
90802,92117,2025-05-31,MTZ Trucking LLC,import,33.745762,-118.208042,32.824569,-117.199521,86.22,532.45,6.18
90802,93276,2025-07-04,MTK Transportation,import,33.745762,-118.208042,35.299176,-119.358368,125.64,658.57,5.24
90802,92342,2024-12-19,Ape Express Trucking,import,33.745762,-118.208042,34.757047,-117.350142,85.28,515.49,6.04
90802,91741,2024-11-07,Total Distribution Service,import,33.745762,-118.208042,34.156885,-117.841571,35.3,391.68,11.09
90802,92617,2025-03-04,Hub Group,import,33.745762,-118.208042,33.642508,-117.841681,22.22,355.29,15.99
90802,92140,2024-08-25,National Road Logistics,import,33.745762,-118.208042,32.739496,-117.197401,90.74,520.46,5.74
91008,90802,2024-09-07,Amazon Trucking,export,34.153159,-117.968818,33.745762,-118.208042,31.29,378.84,12.11
90802,92327,2025-02-28,XPO Logistics,import,33.745762,-118.208042,34.863585,-116.862059,108.86,572.19,5.26
90802,92322,2024-09-22,MTZ Trucking LLC,import,33.745762,-118.208042,34.254361,-117.326453,61.48,450.15,7.32
90802,91008,2025-01-02,All Modal Transportation,import,33.745762,-118.208042,34.153159,-117.968818,31.29,390.55,12.48
90802,92347,2024-10-16,J.B. Hunt Transport,import,33.745762,-118.208042,34.957406,-117.219606,100.86,543.17,5.39
90802,91306,2025-05-11,C.H. Robinson,import,33.745762,-118.208042,34.209532,-118.577563,38.38,405.72,10.57
90802,92241,2024-09-12,7 Star Logistics,import,33.745762,-118.208042,33.842584,-116.2929,110.09,582.08,5.29
90802,92352,2025-03-09,United Logistic Services Group,import,33.745762,-118.208042,34.259971,-117.199381,67.78,463.22,6.83
92544,90802,2025-07-28,Total Distribution Service,export,33.648169,-116.895303,33.745762,-118.208042,75.71,501.07,6.62
90802,91371,2025-06-14,MTZ Trucking LLC,import,33.745762,-118.208042,34.184518,-118.57644,36.92,415.85,11.26
90802,92121,2025-02-21,MTK Transportation,import,33.745762,-118.208042,32.899592,-117.201203,82.39,499.49,6.06
92140,90802,2024-11-03,Cardona Trucking,export,32.739496,-117.197401,33.745762,-118.208042,90.74,538.69,5.94
90802,92154,2025-05-02,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,32.567022,-117.00425,107.08,599.78,5.6
90802,90090,2025-01-15,Dependable Highway Express,import,33.745762,-118.208042,34.072862,-118.240989,22.66,358.58,15.82
92067,90802,2025-04-24,Ape Express Trucking,export,33.020908,-117.190346,33.745762,-118.208042,77.12,512.34,6.64
92231,90802,2025-01-16,360 Global Transportation,export,32.687551,-115.541029,33.745762,-118.208042,170.5,794.54,4.66
90802,92277,2024-08-27,Amazon Trucking,import,33.745762,-118.208042,34.178105,-115.642899,149.9,693.84,4.63
90802,90064,2025-07-28,Schneider National,import,33.745762,-118.208042,34.037251,-118.423573,23.61,366.92,15.54
90802,92869,2025-01-17,Hub Group,import,33.745762,-118.208042,33.80845,-117.791737,24.28,362.49,14.93
90802,93033,2024-08-23,MTK Transportation,import,33.745762,-118.208042,34.150203,-119.127727,59.62,436.55,7.32
90802,93033,2024-09-04,Schneider National,import,33.745762,-118.208042,34.150203,-119.127727,59.62,435.52,7.3
90802,92130,2025-02-27,QX Logistix LLC,import,33.745762,-118.208042,32.945764,-117.214919,79.57,495.88,6.23
90403,90802,2024-11-17,Chicas & Co Logistics,export,34.030755,-118.492101,33.745762,-118.208042,25.54,376.75,14.75
91759,90802,2025-03-26,Schneider National,export,34.263636,-117.69947,33.745762,-118.208042,46.11,418.67,9.08
92253,90802,2025-01-03,Pac Anchor Transportation,export,33.646083,-116.275297,33.745762,-118.208042,111.24,580.66,5.22
90802,93244,2025-01-18,Hub Group,import,33.745762,-118.208042,36.488656,-118.998043,194.57,851.09,4.37
90802,93109,2025-01-15,Schneider National,import,33.745762,-118.208042,34.406408,-119.726927,98.11,539.63,5.5
91803,90802,2024-10-12,Precision Worldwide Logistics,export,34.074736,-118.145959,33.745762,-118.208042,22.99,360.49,15.68
90802,92105,2024-08-20,Pac Anchor Transportation,import,33.745762,-118.208042,32.737832,-117.09267,94.82,524.91,5.54
90802,92256,2024-09-23,C.H. Robinson,import,33.745762,-118.208042,34.07707,-116.606438,94.58,524.65,5.55
90802,91906,2024-11-26,C.H. Robinson,import,33.745762,-118.208042,32.654814,-116.465544,125.73,609.98,4.85
90802,92617,2024-09-24,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,33.642508,-117.841681,22.22,360.05,16.2
92067,90802,2024-12-24,Total Distribution Service,export,33.020908,-117.190346,33.745762,-118.208042,77.12,480.6,6.23
90802,93252,2025-04-12,C.H. Robinson,import,33.745762,-118.208042,34.710034,-119.243808,89.04,530.23,5.95
90802,93250,2024-12-13,United Logistic Services Group,import,33.745762,-118.208042,35.665082,-119.197958,143.94,676.09,4.7
90802,91436,2025-02-24,BNDZ Transportation LLC,import,33.745762,-118.208042,34.149588,-118.489708,32.21,395.4,12.27
90802,91917,2024-11-03,7 Star Logistics,import,33.745762,-118.208042,32.608785,-116.719838,116.44,597.6,5.13
90802,91790,2025-01-21,Hub Group,import,33.745762,-118.208042,34.066964,-117.937007,27.08,367.65,13.58
90802,93615,2025-06-17,Hub Group,import,33.745762,-118.208042,36.503322,-119.286328,199.89,898.34,4.49
90802,91008,2024-12-22,J.B. Hunt Transport,import,33.745762,-118.208042,34.153159,-117.968818,31.29,376.2,12.02
93238,90802,2025-05-19,Amazon Trucking,export,35.957907,-118.558124,33.745762,-118.208042,154.02,744.37,4.83
93463,90802,2025-04-20,Schneider National,export,34.624395,-120.137875,33.745762,-118.208042,125.81,645.58,5.13
90802,92108,2025-01-23,7 Star Logistics,import,33.745762,-118.208042,32.773983,-117.142706,91.02,527.48,5.8
90802,93225,2025-01-06,Cecia Transportation,import,33.745762,-118.208042,34.768503,-119.030293,84.78,529.91,6.25
90802,93285,2024-09-02,Schneider National,import,33.745762,-118.208042,35.71536,-118.507495,137.05,649.31,4.74
90802,90073,2024-12-09,XPO Logistics,import,33.745762,-118.208042,34.054534,-118.457025,25.65,362.75,14.14
91746,90802,2025-05-05,Cardona Trucking,export,34.044416,-117.985366,33.745762,-118.208042,24.25,385.79,15.91
90802,91761,2024-11-08,Golden King Transport,import,33.745762,-118.208042,34.035602,-117.591528,40.61,403.64,9.94
90802,92584,2025-02-28,Lectro Trucking,import,33.745762,-118.208042,33.652675,-117.173568,59.77,453.44,7.59
90802,92397,2025-02-13,XPO Logistics,import,33.745762,-118.208042,34.374009,-117.628429,54.6,431.0,7.89
90802,93516,2025-06-15,Amazon Trucking,import,33.745762,-118.208042,35.002282,-117.629941,92.8,539.53,5.81
90802,92249,2024-09-07,Hub Group,import,33.745762,-118.208042,32.72558,-115.472689,172.95,760.45,4.4
90802,92332,2025-06-10,J.B. Hunt Transport,import,33.745762,-118.208042,34.912429,-115.342091,182.18,837.16,4.6
90802,92239,2024-12-08,Amazon Trucking,import,33.745762,-118.208042,33.762149,-115.4661,157.4,713.36,4.53
92629,90802,2024-11-02,Airborne Freight Lines,export,33.47512,-117.705675,33.745762,-118.208042,34.4,394.82,11.48
92629,90802,2024-08-19,Schneider National,export,33.47512,-117.705675,33.745762,-118.208042,34.4,384.63,11.18
